Chromosome	Position	273614N_S288C	322134S_S288C	378604X_S288C	AWRI796_S288C	S288C	UWOPS03_461_4_S288C	UWOPS05_217_3_S288C	UWOPS05_227_2_S288C	UWOPS83_787_3_S288C	UWOPS87_2421_S288C	YPS128_S288C	YPS163_S288C	YPS606_S288C
@SC_CHRIV	400000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	410000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	420000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	430000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	440000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	450000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#FF9900	#FF9900	#FF9900
@SC_CHRIV	460000	#32FF00	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#00FEFF	#00FEFF	#00FEFF
@SC_CHRIV	470000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	480000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	490000	#32FF00	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	500000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	510000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	520000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF0098	#FF0098	#32FF00	#FF0098	#32FF00
@SC_CHRIV	530000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	540000	#FF9900	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	550000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIV	560000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	570000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	580000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	590000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	600000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#FF9900	#32FF00
@SC_CHRIV	610000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	620000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#FF9900	#FF9900	#FF9900
@SC_CHRIV	630000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	640000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	650000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	660000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#FF9900	#FF9900	#FF9900
@SC_CHRIV	670000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	680000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#FF9900	#FF9900	#FF9900
@SC_CHRIV	690000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	700000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRIV	710000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	720000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	730000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	740000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	750000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	760000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	770000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	780000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	790000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIV	800000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	810000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	820000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIV	830000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	840000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	850000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	860000	#00FEFF	#00FEFF	#32FF00	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF0098	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	870000	#00FEFF	#00FEFF	#32FF00	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF0098	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	880000	#00FEFF	#00FEFF	#32FF00	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF0098	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	890000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#FF9900	#FF9900	#FF9900
@SC_CHRIV	900000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	910000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	920000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	930000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	940000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	950000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	960000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	970000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRIV	980000	#FF9900	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#00FEFF	#32FF00
@SC_CHRIV	990000	#FF9900	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1000000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1010000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1020000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1030000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1040000	#FF9900	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1050000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1060000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1070000	#00FEFF	#FF9900	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1080000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1090000	#FF9900	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1100000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1110000	#00FEFF	#FF9900	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1120000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1130000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1140000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1150000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#32FF00	#32FF00	#00FEFF	#32FF00
@SC_CHRIV	1160000	#00FEFF	#FF9900	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#00FEFF	#32FF00
@SC_CHRIV	1170000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1180000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1190000	#00FEFF	#00FEFF	#32FF00	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1200000	#00FEFF	#00FEFF	#FF0098	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1210000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#FF9900	#32FF00
@SC_CHRIV	1220000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1230000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1240000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1250000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1260000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1270000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1280000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#00FEFF	#32FF00
@SC_CHRIV	1290000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1300000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#00FEFF	#32FF00
@SC_CHRIV	1310000	#00FEFF	#00FEFF	#32FF00	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1320000	#00FEFF	#00FEFF	#32FF00	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#FF9900	#32FF00
@SC_CHRIV	1330000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1340000	#00FEFF	#00FEFF	#32FF00	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1350000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1360000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1370000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1380000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1390000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#FF9900	#32FF00
@SC_CHRIV	1400000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#00FEFF	#32FF00
@SC_CHRIV	1410000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1420000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1430000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1440000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1450000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1460000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#FF9900	#32FF00
@SC_CHRIV	1470000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1480000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1490000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#FF9900	#FF9900	#FF9900
@SC_CHRIV	1500000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1510000	#00FEFF	#00FEFF	#FF0098	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIV	1520000	#00FEFF	#00FEFF	#FF0098	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#FF0098	#FF0098	#00FEFF	#32FF00	#32FF00
@SC_CHRVII	0	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF0098	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVII	10000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVII	20000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVII	30000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVII	40000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF9900	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	50000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF9900	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	60000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	70000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVII	80000	#00FEFF	#FF9900	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	90000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF9900	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	100000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVII	110000	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF9900	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVII	120000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	130000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVII	140000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#00FEFF	#32FF00
@SC_CHRVII	150000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVII	160000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVII	170000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVII	180000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVII	190000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	200000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF9900	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	210000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	220000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#00FEFF	#32FF00
@SC_CHRVII	230000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	240000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	250000	#00FEFF	#00FEFF	#32FF00	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	260000	#00FEFF	#32FF00	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	270000	#00FEFF	#FF9900	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	280000	#00FEFF	#32FF00	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVII	290000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
