Chromosome	RefPosition	273614N_S288C	322134S_S288C	378604X_S288C	AWRI796_S288C	S288C	UWOPS03_461_4_S288C	UWOPS05_217_3_S288C	UWOPS05_227_2_S288C	UWOPS83_787_3_S288C	UWOPS87_2421_S288C	YPS128_S288C	YPS163_S288C	YPS606_S288C
SC_CHRV	430000	30	22	32	24	125	44	49	44	33	45	55	60	56
SC_CHRV	440000	37	4	13	5	59	34	33	34	18	32	18	9	18
SC_CHRV	450000	58	5	43	6	110	61	58	61	48	51	48	43	48
SC_CHRV	460000	62	14	37	24	126	56	56	55	50	43	38	51	38
SC_CHRV	470000	82	18	5	8	134	83	83	83	73	69	70	73	70
SC_CHRV	480000	55	44	56	56	128	53	53	53	48	39	60	54	60
SC_CHRV	490000	23	17	9	7	93	37	42	37	22	11	39	62	39
SC_CHRV	500000	49	51	64	67	133	32	32	33	45	54	38	39	40
SC_CHRV	510000	30	30	28	29	97	40	40	40	27	29	26	49	26
SC_CHRV	520000	31	39	47	49	95	41	41	41	34	46	37	37	38
SC_CHRV	530000	31	42	43	46	84	35	35	35	30	45	33	37	33
SC_CHRV	540000	67	46	49	57	138	62	61	62	63	53	48	44	48
SC_CHRV	550000	109	101	112	112	198	94	94	94	67	106	59	61	59
SC_CHRV	560000	75	191	351	379	466	148	71	193	58	333	59	69	56
SC_CHRV	570000	8	0	6	0	12	6	8	6	0	0	0	0	0
