Chromosome	RefPosition	3142	ARI	ARI.MG	B41	B73	CAST	COUG	GT1	M7741	ME49	P89	PRU	RAY	RH-88	ROD	SOU	TGGOATUS21	TGSHUS28	TGSK	VEG
TGME49_CHRVIIB	2470000	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143
TGME49_CHRVIIB	2480000	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216
TGME49_CHRVIIB	2490000	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193
TGME49_CHRVIIB	2500000	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153
TGME49_CHRVIIB	2510000	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161
TGME49_CHRVIIB	2520000	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190
TGME49_CHRVIIB	2530000	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151
TGME49_CHRVIIB	2540000	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158
TGME49_CHRVIIB	2550000	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175
TGME49_CHRVIIB	2560000	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129
TGME49_CHRVIIB	2570000	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126
TGME49_CHRVIIB	2580000	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132
TGME49_CHRVIIB	2590000	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116
TGME49_CHRVIIB	2600000	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94
TGME49_CHRVIIB	2610000	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145
TGME49_CHRVIIB	2620000	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164
TGME49_CHRVIIB	2630000	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130
TGME49_CHRVIIB	2640000	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164
TGME49_CHRVIIB	2650000	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166
TGME49_CHRVIIB	2660000	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220
TGME49_CHRVIIB	2670000	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208
TGME49_CHRVIIB	2680000	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116
TGME49_CHRVIIB	2690000	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137
TGME49_CHRVIIB	2700000	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108
TGME49_CHRVIIB	2710000	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71
TGME49_CHRVIIB	2720000	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61
TGME49_CHRVIIB	2730000	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113
TGME49_CHRVIIB	2740000	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89
TGME49_CHRVIIB	2750000	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72
TGME49_CHRVIIB	2760000	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69
TGME49_CHRVIIB	2770000	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86
TGME49_CHRVIIB	2780000	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92
TGME49_CHRVIIB	2790000	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151
TGME49_CHRVIIB	2800000	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168
TGME49_CHRVIIB	2810000	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86
TGME49_CHRVIIB	2820000	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84
TGME49_CHRVIIB	2830000	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70
TGME49_CHRVIIB	2840000	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215
TGME49_CHRVIIB	2850000	256	256	256	256	256	256	256	256	256	256	256	256	256	256	256	256	256	256	256	256
TGME49_CHRVIIB	2860000	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248
TGME49_CHRVIIB	2870000	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173
TGME49_CHRVIIB	2880000	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175
TGME49_CHRVIIB	2890000	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179
TGME49_CHRVIIB	2900000	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189
TGME49_CHRVIIB	2910000	234	234	234	234	234	234	234	234	234	234	234	234	234	234	234	234	234	234	234	234
TGME49_CHRVIIB	2920000	223	223	223	223	223	223	223	223	223	223	223	223	223	223	223	223	223	223	223	223
TGME49_CHRVIIB	2930000	264	264	264	264	264	264	264	264	264	264	264	264	264	264	264	264	264	264	264	264
TGME49_CHRVIIB	2940000	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250
TGME49_CHRVIIB	2950000	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275
TGME49_CHRVIIB	2960000	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233
TGME49_CHRVIIB	2970000	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209
TGME49_CHRVIIB	2980000	225	225	225	225	225	225	225	225	225	225	225	225	225	225	225	225	225	225	225	225
TGME49_CHRVIIB	2990000	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203
TGME49_CHRVIIB	3000000	226	226	226	226	226	226	226	226	226	226	226	226	226	226	226	226	226	226	226	226
TGME49_CHRVIIB	3010000	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314
TGME49_CHRVIIB	3020000	259	259	259	259	259	259	259	259	259	259	259	259	259	259	259	259	259	259	259	259
TGME49_CHRVIIB	3030000	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212
TGME49_CHRVIIB	3040000	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217
TGME49_CHRVIIB	3050000	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207
TGME49_CHRVIIB	3060000	225	225	225	225	225	225	225	225	225	225	225	225	225	225	225	225	225	225	225	225
TGME49_CHRVIIB	3070000	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161
TGME49_CHRVIIB	3080000	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110
TGME49_CHRVIIB	3090000	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51
TGME49_CHRVIIB	3100000	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
TGME49_CHRVIIB	3110000	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
TGME49_CHRVIIB	3120000	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47
TGME49_CHRVIIB	3130000	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92
TGME49_CHRVIIB	3140000	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135
TGME49_CHRVIIB	3150000	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130
TGME49_CHRVIIB	3160000	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111
TGME49_CHRVIIB	3170000	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85
TGME49_CHRVIIB	3180000	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130
TGME49_CHRVIIB	3190000	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159
TGME49_CHRVIIB	3200000	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170
TGME49_CHRVIIB	3210000	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138
TGME49_CHRVIIB	3220000	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
TGME49_CHRVIIB	3230000	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126
TGME49_CHRVIIB	3240000	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
TGME49_CHRVIIB	3250000	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148
TGME49_CHRVIIB	3260000	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93
TGME49_CHRVIIB	3270000	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66
TGME49_CHRVIIB	3280000	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79
TGME49_CHRVIIB	3290000	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96
TGME49_CHRVIIB	3300000	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74
TGME49_CHRVIIB	3310000	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73
TGME49_CHRVIIB	3320000	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104
TGME49_CHRVIIB	3330000	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
TGME49_CHRVIIB	3340000	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66
TGME49_CHRVIIB	3350000	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53
TGME49_CHRVIIB	3360000	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67
TGME49_CHRVIIB	3370000	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
TGME49_CHRVIIB	3380000	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
TGME49_CHRVIIB	3390000	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83
TGME49_CHRVIIB	3400000	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72
TGME49_CHRVIIB	3410000	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69
TGME49_CHRVIIB	3420000	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76
TGME49_CHRVIIB	3430000	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42
TGME49_CHRVIIB	3440000	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55
TGME49_CHRVIIB	3450000	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86
TGME49_CHRVIIB	3460000	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68
TGME49_CHRVIIB	3470000	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
TGME49_CHRVIIB	3480000	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52
TGME49_CHRVIIB	3490000	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65
TGME49_CHRVIIB	3500000	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77
TGME49_CHRVIIB	3510000	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176
TGME49_CHRVIIB	3520000	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195
TGME49_CHRVIIB	3530000	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141
TGME49_CHRVIIB	3540000	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193
TGME49_CHRVIIB	3550000	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158
TGME49_CHRVIIB	3560000	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227
TGME49_CHRVIIB	3570000	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222
TGME49_CHRVIIB	3580000	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203
TGME49_CHRVIIB	3590000	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230
TGME49_CHRVIIB	3600000	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214
TGME49_CHRVIIB	3610000	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200
TGME49_CHRVIIB	3620000	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196
TGME49_CHRVIIB	3630000	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218
TGME49_CHRVIIB	3640000	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186
TGME49_CHRVIIB	3650000	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175
TGME49_CHRVIIB	3660000	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204
TGME49_CHRVIIB	3670000	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166
TGME49_CHRVIIB	3680000	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115
TGME49_CHRVIIB	3690000	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88
TGME49_CHRVIIB	3700000	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147
TGME49_CHRVIIB	3710000	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78
TGME49_CHRVIIB	3720000	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65
TGME49_CHRVIIB	3730000	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68
TGME49_CHRVIIB	3740000	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16
TGME49_CHRVIIB	3750000	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67
TGME49_CHRVIIB	3760000	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62
TGME49_CHRVIIB	3770000	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
TGME49_CHRVIIB	3780000	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55
TGME49_CHRVIIB	3790000	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51
TGME49_CHRVIIB	3800000	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70
TGME49_CHRVIIB	3810000	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
TGME49_CHRVIIB	3820000	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73
TGME49_CHRVIIB	3830000	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80
TGME49_CHRVIIB	3840000	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61
TGME49_CHRVIIB	3850000	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93
TGME49_CHRVIIB	3860000	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65
TGME49_CHRVIIB	3870000	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72
TGME49_CHRVIIB	3880000	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
TGME49_CHRVIIB	3890000	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110
TGME49_CHRVIIB	3900000	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76
TGME49_CHRVIIB	3910000	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114
TGME49_CHRVIIB	3920000	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103
TGME49_CHRVIIB	3930000	177	177	177	177	177	177	177	177	177	177	177	177	177	177	177	177	177	177	177	177
TGME49_CHRVIIB	3940000	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241
TGME49_CHRVIIB	3950000	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170
TGME49_CHRVIIB	3960000	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147
TGME49_CHRVIIB	3970000	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110
TGME49_CHRVIIB	3980000	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98
TGME49_CHRVIIB	3990000	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117
TGME49_CHRVIIB	4000000	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
TGME49_CHRVIIB	4010000	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173
TGME49_CHRVIIB	4020000	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98
TGME49_CHRVIIB	4030000	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171
TGME49_CHRVIIB	4040000	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149
TGME49_CHRVIIB	4050000	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153
TGME49_CHRVIIB	4060000	223	223	223	223	223	223	223	223	223	223	223	223	223	223	223	223	223	223	223	223
TGME49_CHRVIIB	4070000	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194
TGME49_CHRVIIB	4080000	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127
TGME49_CHRVIIB	4090000	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104
TGME49_CHRVIIB	4100000	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149
TGME49_CHRVIIB	4110000	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140
TGME49_CHRVIIB	4120000	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
TGME49_CHRVIIB	4130000	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166
TGME49_CHRVIIB	4140000	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163
TGME49_CHRVIIB	4150000	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214
TGME49_CHRVIIB	4160000	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229
TGME49_CHRVIIB	4170000	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179
TGME49_CHRVIIB	4180000	172	172	172	172	172	172	172	172	172	172	172	172	172	172	172	172	172	172	172	172
TGME49_CHRVIIB	4190000	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112
TGME49_CHRVIIB	4200000	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124
TGME49_CHRVIIB	4210000	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179
TGME49_CHRVIIB	4220000	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94
TGME49_CHRVIIB	4230000	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135
TGME49_CHRVIIB	4240000	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132
TGME49_CHRVIIB	4250000	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106
TGME49_CHRVIIB	4260000	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97
TGME49_CHRVIIB	4270000	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154
TGME49_CHRVIIB	4280000	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130
TGME49_CHRVIIB	4290000	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135
TGME49_CHRVIIB	4300000	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233
TGME49_CHRVIIB	4310000	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214
TGME49_CHRVIIB	4320000	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246
TGME49_CHRVIIB	4330000	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
TGME49_CHRVIIB	4340000	251	251	251	251	251	251	251	251	251	251	251	251	251	251	251	251	251	251	251	251
TGME49_CHRVIIB	4350000	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229
TGME49_CHRVIIB	4360000	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301
TGME49_CHRVIIB	4370000	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221
TGME49_CHRVIIB	4380000	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141
TGME49_CHRVIIB	4390000	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166
TGME49_CHRVIIB	4400000	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182
TGME49_CHRVIIB	4410000	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183
TGME49_CHRVIIB	4420000	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241
TGME49_CHRVIIB	4430000	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209
TGME49_CHRVIIB	4440000	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168
TGME49_CHRVIIB	4450000	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113
TGME49_CHRVIIB	4460000	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
TGME49_CHRVIIB	4470000	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75
TGME49_CHRVIIB	4480000	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54
TGME49_CHRVIIB	4490000	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
TGME49_CHRVIIB	4500000	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26
TGME49_CHRVIIB	4510000	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52
TGME49_CHRVIIB	4520000	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58
TGME49_CHRVIIB	4530000	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55
TGME49_CHRVIIB	4540000	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55
TGME49_CHRVIIB	4550000	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46
TGME49_CHRVIIB	4560000	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42
TGME49_CHRVIIB	4570000	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56
TGME49_CHRVIIB	4580000	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86
TGME49_CHRVIIB	4590000	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109
TGME49_CHRVIIB	4600000	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119
TGME49_CHRVIIB	4610000	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127
TGME49_CHRVIIB	4620000	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132
TGME49_CHRVIIB	4630000	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146
TGME49_CHRVIIB	4640000	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155
TGME49_CHRVIIB	4650000	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182
TGME49_CHRVIIB	4660000	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134
TGME49_CHRVIIB	4670000	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66
TGME49_CHRVIIB	4680000	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
TGME49_CHRVIIB	4690000	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106
TGME49_CHRVIIB	4700000	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86
TGME49_CHRVIIB	4710000	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127
TGME49_CHRVIIB	4720000	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146
TGME49_CHRVIIB	4730000	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189
TGME49_CHRVIIB	4740000	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163
TGME49_CHRVIIB	4750000	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180
TGME49_CHRVIIB	4760000	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180
TGME49_CHRVIIB	4770000	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136
TGME49_CHRVIIB	4780000	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98
TGME49_CHRVIIB	4790000	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134
TGME49_CHRVIIB	4800000	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70
TGME49_CHRVIIB	4810000	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129
TGME49_CHRVIIB	4820000	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119
TGME49_CHRVIIB	4830000	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69
TGME49_CHRVIIB	4840000	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130
TGME49_CHRVIIB	4850000	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158
TGME49_CHRVIIB	4860000	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117
TGME49_CHRVIIB	4870000	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84
TGME49_CHRVIIB	4880000	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81
TGME49_CHRVIIB	4890000	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134
